"","X","Chromosome","Start","End","Strand","Strand.1","AddressA","AddressB","Design","Color","Context","Random","HumanMethylation27","Mismatches.A","Mismatches.B","CGI.Relation","CpG","GC","SNPs.3","SNPs.5","SNPs.Full","Cross.reactive","ID"
"9279","cg10628126","chr2",85921283,85921284,"-","-",49778389,49778389,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,56,0,1,1,0,"cg10628126"
"9282","cg01461067","chr2",85980044,85980045,"+","+",38702339,38702339,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",4,51,1,1,1,0,"cg01461067"
"9285","cg00572504","chr2",86017927,86017928,"-","-",16633314,45748438,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",6,63,1,1,1,0,"cg00572504"
"9288","cg12074329","chr2",86054806,86054807,"+","+",29603361,29603361,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,55,0,1,1,0,"cg12074329"
"9290","cg24204406","chr2",86156243,86156244,"+","+",58769301,58769301,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,62,1,1,1,0,"cg24204406"
"9291","cg21756663","chr2",86201970,86201971,"+","+",65622480,65622480,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,48,1,1,1,0,"cg21756663"
"9292","cg05021291","chr2",86215764,86215765,"+","+",73734371,73734371,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,57,1,1,1,0,"cg05021291"
"9305","cg20722537","chr2",86422644,86422645,"+","+",24734442,31727366,"I","Grn","CG",FALSE,FALSE,0,0,"Island",16,74,1,1,1,0,"cg20722537"
"9312","cg00352005","chr2",86672885,86672886,"-","-",55752427,55752427,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,40,1,1,1,0,"cg00352005"
"9329","cg26135863","chr2",87090181,87090182,"-","-",72766493,72766493,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,47,1,1,1,0,"cg26135863"
"9332","cg16408232","chr2",87157227,87157228,"-","-",45700474,72610395,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",6,63,1,1,1,2,"cg16408232"
"9337","cg21997198","chr2",87568958,87568959,"+","+",69663449,66760422,"I","Grn","CG",FALSE,FALSE,0,0,"North Shore",9,75,1,1,1,3,"cg21997198"
"9341","cg26152419","chr2",88302939,88302940,"+","+",30751464,30751464,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,53,1,1,1,0,"cg26152419"
"9351","cg01780490","chr2",88620342,88620343,"-","-",44729476,44729476,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,33,1,1,1,0,"cg01780490"
"9362","cg05307452","chr2",89128093,89128094,"+","+",32702386,32702386,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,63,1,1,1,0,"cg05307452"
"9367","cg27147762","chr2",90166816,90166817,"+","+",11722422,11722422,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,51,0,1,1,1,"cg27147762"
"9370","cg22202344","chr2",91635085,91635086,"+","+",26705473,36765403,"I","Red","CG",FALSE,FALSE,0,0,"Island",9,68,1,1,2,0,"cg22202344"
"9372","cg17472297","chr2",91669470,91669471,"+","+",47755354,70611314,"I","Red","CG",FALSE,FALSE,0,0,"Island",11,65,1,1,2,4,"cg17472297"
"9376","cg22111694","chr2",91758369,91758370,"+","+",60693421,60693421,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",5,61,1,1,1,0,"cg22111694"
"9384","cg24607859","chr2",91937265,91937266,"+","+",52763510,52626476,"I","Grn","CG",FALSE,FALSE,0,0,"Island",10,69,1,1,3,1,"cg24607859"
"9385","cg09048404","chr2",91937754,91937755,"-","-",54747506,44675363,"I","Grn","CG",FALSE,FALSE,0,0,"South Shore",3,41,1,1,1,2,"cg09048404"
"9390","cg15646803","chr2",92261070,92261071,"-","-",25646381,25646381,"II","Both","CG",FALSE,FALSE,0,0,"Island",5,57,2,2,2,0,"cg15646803"
"9396","cg07728215","chr2",95537044,95537045,"-","-",52651315,52651315,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,64,0,1,1,3,"cg07728215"
"9406","cg19416073","chr2",96093031,96093032,"-","-",65641397,65641397,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,65,1,1,2,1,"cg19416073"
"9416","cg14875081","chr2",96814660,96814661,"-","-",49807441,49807441,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,58,1,1,1,0,"cg14875081"
"9441","cg06442723","chr2",97484665,97484666,"-","-",40633452,40633452,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,55,1,1,1,0,"cg06442723"
"9442","cg11281961","chr2",97498902,97498903,"-","-",30718488,30718488,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,57,1,1,2,0,"cg11281961"
"9445","cg05192533","chr2",97527490,97527491,"-","-",42695469,42695469,"II","Both","CG",FALSE,FALSE,0,0,"Island",5,66,1,1,1,0,"cg05192533"
"9447","cg15438999","chr2",97538522,97538523,"+","+",33700344,33700344,"II","Both","CG",FALSE,FALSE,1,0,"South Shelf",2,56,1,1,1,0,"cg15438999"
"9458","cg10935253","chr2",98206702,98206703,"+","+",28655345,58602362,"I","Red","CG",FALSE,FALSE,0,0,"Island",11,73,0,1,1,5,"cg10935253"
"9465","cg00310201","chr2",98351994,98351995,"-","-",17752332,17752332,"II","Both","CG",FALSE,FALSE,0,0,"Island",7,69,1,1,2,0,"cg00310201"
"9480","cg19853364","chr2",99082357,99082358,"-","-",40624394,40624394,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,65,1,1,1,0,"cg19853364"
"9490","cg18898251","chr2",99765663,99765664,"+","+",40730419,40730419,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,41,1,1,2,0,"cg18898251"
"9492","cg15544633","chr2",99771531,99771532,"-","-",21638446,11751488,"I","Grn","CG",FALSE,FALSE,0,0,"Island",14,69,1,1,1,0,"cg15544633"
"9498","cg02943303","chr2",99952887,99952888,"+","+",71638478,22647345,"I","Grn","CG",FALSE,FALSE,0,0,"Island",13,71,1,1,1,0,"cg02943303"
"9510","cg18561684","chr2",100627285,100627286,"+","+",61663509,61663509,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,45,1,1,1,0,"cg18561684"
"9518","cg00686453","chr2",100759810,100759811,"-","-",11705404,11705404,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,53,1,1,1,0,"cg00686453"
"9528","cg15518264","chr2",101086893,101086894,"+","+",73628441,73628441,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,60,1,1,1,0,"cg15518264"
"9537","cg21244461","chr2",101307428,101307429,"-","-",26782411,26782411,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,46,1,1,1,0,"cg21244461"
"9540","cg10862960","chr2",101398178,101398179,"+","+",59766311,59766311,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,71,1,1,2,0,"cg10862960"
"9551","cg08778216","chr2",101628572,101628573,"+","+",15640506,15640506,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,36,1,1,1,0,"cg08778216"
"9556","cg00420922","chr2",101767891,101767892,"+","+",34653386,54740389,"I","Grn","CG",FALSE,FALSE,0,0,"Island",14,82,1,1,1,0,"cg00420922"
"9588","cg05751189","chr2",103089678,103089679,"-","-",62667342,62667342,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,43,1,1,1,0,"cg05751189"
"9592","cg05021854","chr2",103235391,103235392,"+","+",46679356,46679356,"II","Both","CG",FALSE,FALSE,0,0,"Island",5,58,0,1,1,0,"cg05021854"
"9594","cg01050423","chr2",103236078,103236079,"-","-",38809420,14624393,"I","Grn","CG",FALSE,FALSE,0,0,"Island",13,77,1,1,1,0,"cg01050423"
"9595","cg13946163","chr2",103238167,103238168,"+","+",70798460,70798460,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,51,1,1,1,0,"cg13946163"
"9610","cg21188710","chr2",105462313,105462314,"+","+",43601440,43601440,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,59,1,1,1,0,"cg21188710"
"9617","cg10360071","chr2",105735617,105735618,"-","-",47755437,25704476,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",7,70,1,1,1,0,"cg10360071"
"9618","cg27062759","chr2",105760953,105760954,"-","-",72612507,72612507,"II","Both","CG",FALSE,FALSE,0,0,"Island",7,63,1,1,1,0,"cg27062759"
"9619","cg12977946","chr2",105830625,105830626,"-","-",53652314,53652314,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",7,55,1,1,1,435,"cg12977946"
"9621","cg16345055","chr2",105884718,105884719,"+","+",64691476,64691476,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,46,1,1,1,0,"cg16345055"
"9622","cg09095341","chr2",105884820,105884821,"+","+",21655504,21655504,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,42,1,1,1,0,"cg09095341"
"9627","cg27024200","chr2",105950821,105950822,"+","+",27765501,27765501,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",2,36,1,1,2,0,"cg27024200"
"9636","cg14333475","chr2",106214612,106214613,"+","+",45773445,45773445,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,46,1,1,1,0,"cg14333475"
"9641","cg12089656","chr2",106362717,106362718,"+","+",11709499,11709499,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,59,0,1,1,0,"cg12089656"
"9651","cg04315227","chr2",106886503,106886504,"-","-",64800499,64800499,"II","Both","CG",FALSE,FALSE,1,0,"Island",8,56,0,1,3,0,"cg04315227"
"9660","cg15632825","chr2",107084887,107084888,"-","-",41746389,22755314,"I","Red","CG",FALSE,FALSE,0,0,"Island",12,64,1,1,2,0,"cg15632825"
"9670","cg19412467","chr2",107502679,107502680,"+","+",36801365,70645417,"I","Grn","CG",FALSE,FALSE,0,0,"Island",13,69,0,1,3,0,"cg19412467"
"9683","cg11464377","chr2",108443511,108443512,"-","-",39717494,15747441,"I","Red","CG",FALSE,FALSE,0,0,"Island",12,66,1,1,1,1,"cg11464377"
"9708","cg15850018","chr2",109196959,109196960,"-","-",58801344,58801344,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,51,1,1,1,0,"cg15850018"
"9715","cg20757348","chr2",109403120,109403121,"-","-",70788475,60632355,"I","Red","CG",FALSE,FALSE,0,1,"Island",11,69,0,1,4,0,"cg20757348"
"9725","cg11254085","chr2",109744679,109744680,"+","+",39790475,52605419,"I","Red","CG",FALSE,FALSE,0,0,"Island",9,65,1,1,1,0,"cg11254085"
"9728","cg14191616","chr2",109788051,109788052,"-","-",12757363,12757363,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,57,1,1,1,0,"cg14191616"
"9737","cg25164996","chr2",109993234,109993235,"+","+",35621352,35621352,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,58,1,1,2,0,"cg25164996"
"9743","cg21537939","chr2",110373161,110373162,"+","+",38658372,38658372,"II","Both","CG",FALSE,TRUE,0,0,"Island",5,62,0,1,2,2,"cg21537939"
"9762","cg10804090","chr2",111878447,111878448,"-","-",46621332,70638459,"I","Red","CG",FALSE,FALSE,0,1,"Island",11,75,1,1,1,0,"cg10804090"
"9766","cg13092766","chr2",111879378,111879379,"+","+",62609464,62609464,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,63,1,1,2,0,"cg13092766"
"9767","cg27608154","chr2",111881810,111881811,"-","-",66629385,66629385,"II","Both","CG",FALSE,TRUE,0,0,"South Shore",1,39,1,1,1,0,"cg27608154"
"9771","cg23076474","chr2",111980833,111980834,"-","-",41715464,55774453,"I","Red","CG",FALSE,FALSE,0,0,"Island",6,50,0,1,2,11,"cg23076474"
"9773","cg00525722","chr2",112280286,112280287,"-","-",18688319,18688319,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,59,1,1,1,0,"cg00525722"
"9775","cg21593159","chr2",112391213,112391214,"+","+",25634351,25634351,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,52,1,1,1,0,"cg21593159"
"9778","cg05609408","chr2",112608423,112608424,"-","-",21789355,21789355,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,51,1,1,1,1,"cg05609408"
"9786","cg26638920","chr2",112822975,112822976,"-","-",33774394,33774394,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,48,1,1,2,0,"cg26638920"
"9796","cg12952273","chr2",113191234,113191235,"-","-",57630320,57630320,"II","Both","CG",FALSE,FALSE,0,0,"Island",10,69,0,1,1,2,"cg12952273"
"9801","cg24594633","chr2",113379847,113379848,"-","-",52750506,52750506,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,47,1,1,1,0,"cg24594633"
"9837","cg21350349","chr2",113933807,113933808,"-","-",24771411,24771411,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,56,0,1,1,0,"cg21350349"
"9838","cg06225639","chr2",113942204,113942205,"+","+",29665383,29665383,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,60,1,1,1,0,"cg06225639"
"9846","cg01387625","chr2",114035193,114035194,"+","+",69636498,69636498,"II","Both","CG",FALSE,FALSE,0,0,"Island",10,74,1,1,1,0,"cg01387625"
"9848","cg14301024","chr2",114048932,114048933,"+","+",65784375,22710469,"I","Grn","CG",FALSE,FALSE,0,0,"Island",11,75,1,1,2,0,"cg14301024"
"9862","cg17422543","chr2",114259669,114259670,"+","+",50708387,40618459,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",3,58,0,1,1,1,"cg17422543"
"9863","cg10325211","chr2",114260096,114260097,"-","-",38756364,38756364,"II","Both","CG",FALSE,FALSE,0,0,"Island",5,42,2,2,2,0,"cg10325211"
"9864","cg12852384","chr2",114260142,114260143,"-","-",54722302,67679338,"I","Red","CG",FALSE,FALSE,0,0,"Island",7,58,1,1,3,2,"cg12852384"
"9865","cg20511463","chr2",114260766,114260767,"+","+",35762381,35762381,"II","Both","CG",FALSE,FALSE,0,0,"Island",10,66,1,1,1,1,"cg20511463"
"9867","cg23850283","chr2",114261369,114261370,"+","+",10611440,62797406,"I","Grn","CG",FALSE,FALSE,0,0,"Island",12,73,0,1,2,1,"cg23850283"
"9868","cg02583536","chr2",114262013,114262014,"-","-",39673371,39673371,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,59,1,1,1,1,"cg02583536"
"9892","cg21408197","chr2",114584240,114584241,"+","+",21630333,21630333,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,42,1,1,1,0,"cg21408197"
"9894","cg17008143","chr2",114647389,114647390,"+","+",30602350,36618307,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",6,56,0,1,2,0,"cg17008143"
"9906","cg16146353","chr2",115199477,115199478,"+","+",32697424,32697424,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,36,1,1,1,0,"cg16146353"
"9908","cg21322022","chr2",115421931,115421932,"-","-",19701367,19701367,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",4,55,1,1,1,0,"cg21322022"
"9909","cg05868547","chr2",115425220,115425221,"+","+",67796475,67796475,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,41,1,1,1,0,"cg05868547"
"9911","cg11731746","chr2",115916810,115916811,"+","+",24728405,46630402,"I","Grn","CG",FALSE,FALSE,0,0,"North Shore",5,58,1,1,1,463,"cg11731746"
"9919","cg07395055","chr2",118569210,118569211,"+","+",16601323,16601323,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,39,1,1,1,0,"cg07395055"
"9931","cg19944675","chr2",118771867,118771868,"+","+",55779315,55779315,"II","Both","CG",FALSE,FALSE,0,0,"Island",7,52,0,1,1,0,"cg19944675"
"9932","cg15733266","chr2",118775305,118775306,"+","+",36728440,36728440,"II","Both","CG",FALSE,TRUE,0,0,"South Shelf",6,53,1,1,1,0,"cg15733266"
"9945","cg11775124","chr2",119590123,119590124,"+","+",43783326,43783326,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",3,49,1,1,1,0,"cg11775124"
"9948","cg02327563","chr2",119597586,119597587,"+","+",52703351,52703351,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",1,39,1,1,1,0,"cg02327563"
"9975","cg00030117","chr2",119980249,119980250,"+","+",44797374,44797374,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",4,67,1,1,2,0,"cg00030117"
"9978","cg14882150","chr2",119982608,119982609,"+","+",42808301,42808301,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,59,1,1,1,0,"cg14882150"
"9983","cg24769499","chr2",120189242,120189243,"+","+",70617366,70640379,"I","Red","CG",FALSE,FALSE,0,0,"Island",8,73,0,1,1,0,"cg24769499"
"9985","cg00450015","chr2",120193766,120193767,"-","-",70768363,70768363,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,66,1,1,2,0,"cg00450015"
"9989","cg08451726","chr2",120282191,120282192,"+","+",14704471,14704471,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,66,1,1,1,0,"cg08451726"
"9995","cg08171125","chr2",120524547,120524548,"-","-",51660426,51660426,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,34,1,1,1,0,"cg08171125"
"10000","cg22727341","chr2",121070711,121070712,"+","+",59808510,62683437,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",4,57,1,1,1,0,"cg22727341"
"10002","cg10070224","chr2",121116501,121116502,"-","-",67717335,18755332,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",5,67,1,1,1,0,"cg10070224"
"10003","cg02551589","chr2",121155564,121155565,"-","-",13668504,13668504,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,48,1,1,1,0,"cg02551589"
"10035","cg11299177","chr2",121709794,121709795,"+","+",56633358,56633358,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,59,1,1,1,0,"cg11299177"
"10039","cg07481928","chr2",121970505,121970506,"+","+",29637415,29637415,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,55,0,1,1,0,"cg07481928"
"10058","cg19097374","chr2",122495561,122495562,"+","+",40810455,34711379,"I","Grn","CG",FALSE,FALSE,0,0,"South Shore",8,64,1,1,1,0,"cg19097374"
"10073","cg15347496","chr2",124785716,124785717,"+","+",65670320,65670320,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,28,1,1,1,0,"cg15347496"
"10075","cg18522822","chr2",125119748,125119749,"+","+",44688373,54764347,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",8,67,1,1,1,580,"cg18522822"
"10083","cg00678484","chr2",127634784,127634785,"-","-",18778378,18778378,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,58,1,1,1,0,"cg00678484"
"10085","cg25501666","chr2",127640322,127640323,"+","+",74691411,74691411,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",2,58,1,1,2,0,"cg25501666"
"10087","cg10503856","chr2",127643858,127643859,"+","+",13689492,13689492,"II","Both","CG",FALSE,FALSE,0,0,"Island",4,68,1,1,1,0,"cg10503856"
"10091","cg24369233","chr2",127713082,127713083,"+","+",74619390,74619390,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,47,1,1,1,0,"cg24369233"
"10092","cg04035345","chr2",127727156,127727157,"+","+",55767503,55767503,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,49,1,1,1,0,"cg04035345"
"10094","cg14183136","chr2",127736736,127736737,"+","+",61729323,61729323,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,58,1,1,2,0,"cg14183136"
"10099","cg18477117","chr2",127830703,127830704,"-","-",37636410,37636410,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",7,66,1,1,1,0,"cg18477117"
"10123","cg12793160","chr2",128395196,128395197,"+","+",63791312,63791312,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,64,1,1,1,0,"cg12793160"
"10124","cg04242477","chr2",128396059,128396060,"-","-",54802341,54802341,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,57,1,1,3,0,"cg04242477"
"10127","cg01201482","chr2",128421828,128421829,"+","+",61638326,51667510,"I","Red","CG",FALSE,FALSE,0,0,"Island",11,76,1,1,1,0,"cg01201482"
"10143","cg10954617","chr2",128615573,128615574,"+","+",56741445,56741445,"II","Both","CG",FALSE,FALSE,0,0,"Island",11,67,0,1,1,0,"cg10954617"
"10147","cg17126933","chr2",128615846,128615847,"-","-",14637466,64689353,"I","Grn","CG",FALSE,FALSE,0,1,"Island",10,74,1,1,1,0,"cg17126933"
"10152","cg25179949","chr2",128965835,128965836,"+","+",40668508,17773391,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",5,69,1,1,2,0,"cg25179949"
"10159","cg17032602","chr2",129076392,129076393,"+","+",43618371,30642346,"I","Red","CG",FALSE,FALSE,0,0,"Island",15,79,0,1,2,0,"cg17032602"
"10160","cg23425970","chr2",129076394,129076395,"+","+",22731401,36692304,"I","Grn","CG",FALSE,FALSE,0,0,"Island",15,80,1,1,2,0,"cg23425970"
"10166","cg01160849","chr2",129104025,129104026,"+","+",12787472,12787472,"II","Both","CG",FALSE,FALSE,0,0,"Island",7,62,1,1,1,0,"cg01160849"
"10170","cg13783387","chr2",129173729,129173730,"-","-",42620343,42620343,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,55,1,1,1,0,"cg13783387"
"10179","cg07713242","chr2",129429997,129429998,"+","+",72645364,35634400,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",7,74,1,1,1,71,"cg07713242"
"10183","cg12654190","chr2",129661635,129661636,"-","-",21704425,58744493,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",5,59,1,1,1,23,"cg12654190"
"10184","cg16755863","chr2",130032641,130032642,"+","+",74744331,74744331,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,48,0,1,2,0,"cg16755863"
"10191","cg10010257","chr2",130737223,130737224,"-","-",20640423,20640423,"II","Both","CG",FALSE,FALSE,0,0,"Island",9,63,0,1,1,0,"cg10010257"
"10202","cg00271807","chr2",130795713,130795714,"+","+",21661434,21661434,"II","Both","CG",FALSE,FALSE,0,0,"Island",5,67,1,1,1,1,"cg00271807"
"10204","cg03962178","chr2",130810137,130810138,"+","+",54744443,54744443,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,57,0,1,1,6,"cg03962178"
"10215","cg20667519","chr2",130951637,130951638,"+","+",41644463,41644463,"II","Both","CG",FALSE,FALSE,1,0,"North Shelf",5,60,1,1,1,0,"cg20667519"
"10221","cg27228976","chr2",130987179,130987180,"+","+",73670320,73670320,"II","Both","CG",FALSE,FALSE,0,0,"Island",4,54,1,1,1,0,"cg27228976"
"10240","cg08085668","chr2",131415051,131415052,"+","+",41652332,56750386,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",5,64,0,1,2,15,"cg08085668"
"10248","cg11468963","chr2",131518152,131518153,"+","+",58672433,58672433,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,59,0,1,2,0,"cg11468963"
"10253","cg01972316","chr2",131601951,131601952,"+","+",23722411,23722411,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",5,68,1,1,2,0,"cg01972316"
"10265","cg02734883","chr2",131862402,131862403,"+","+",14674325,14674325,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,35,1,1,1,0,"cg02734883"
"10271","cg14045450","chr2",132029588,132029589,"-","-",60634491,60634491,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,60,1,1,1,16,"cg14045450"
"10274","cg25012739","chr2",132058031,132058032,"-","-",54802490,18679408,"I","Red","CG",FALSE,FALSE,0,0,"Island",7,64,0,1,1,3,"cg25012739"
"10285","cg24828304","chr2",132156383,132156384,"-","-",46781351,46781351,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,48,1,1,1,0,"cg24828304"
"10289","cg05708441","chr2",132186821,132186822,"+","+",58634440,58634440,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,42,1,1,1,0,"cg05708441"
"10290","cg10788262","chr2",132201777,132201778,"+","+",46673326,46673326,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",3,59,1,1,1,0,"cg10788262"
"10291","cg24640156","chr2",132202427,132202428,"+","+",23612428,23612428,"II","Both","CG",FALSE,FALSE,0,0,"Island",10,71,1,1,4,0,"cg24640156"
"10302","cg07159094","chr2",132229347,132229348,"-","-",48656393,10703409,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",4,58,1,1,1,1,"cg07159094"
"10303","cg00477557","chr2",132229728,132229729,"-","-",65807340,65807340,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",3,52,1,1,2,1,"cg00477557"
"10307","cg14067716","chr2",132233607,132233608,"-","-",37797391,37797391,"II","Both","CG",FALSE,FALSE,0,0,"Island",5,64,1,1,1,1,"cg14067716"
"10317","cg03384892","chr2",132282077,132282078,"-","-",66673300,66673300,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,50,1,1,1,1,"cg03384892"
"10331","cg08095377","chr2",132511110,132511111,"+","+",58724439,57601325,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",6,55,1,1,1,0,"cg08095377"
"10340","cg03092930","chr2",132586330,132586331,"+","+",51736362,51736362,"II","Both","CG",FALSE,FALSE,0,0,"Island",12,74,1,1,2,0,"cg03092930"
"10349","cg11818149","chr2",132795839,132795840,"-","-",36663478,36663478,"II","Both","CG",FALSE,FALSE,0,0,"Island",10,64,1,1,2,0,"cg11818149"
